,price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,cash_rate,property_inflation_index,km_from_cbd,population_(rounded)*,median_house_price_(2020),median_house_price_(2021),%_change,median_house_rent_(per_week),median_apartment_price_(2020),median_apartment_rent_(per_week),public_housing_%,avg._years_held,time_to_cbd_(public_transport)_[town_hall_st],time_to_cbd_(driving)_[town_hall_st]
2517,785000,2018-07-19,Terrigal,2,4,2,590,House,11349,38168,1.5,166.6,50.75,,,,,,,,,,,
2518,675000,2018-07-19,Terrigal,0,0,0,855,Land,11349,38168,1.5,166.6,50.75,,,,,,,,,,,
2519,475000,2018-07-19,Kanwal,1,3,1,506,House,4099,25116,1.5,166.6,71.67,,,,,,,,,,,
2520,925000,2018-07-20,Terrigal,3,5,2,669,House,11349,38168,1.5,166.6,50.75,,,,,,,,,,,
2521,741000,2018-07-20,Springfield,2,4,2,670,House,4104,34320,1.5,166.6,50.8,,,,,,,,,,,
2522,740500,2018-07-20,Hamlyn Terrace,2,4,2,780,House,6069,29952,1.5,166.6,72.13,,,,,,,,,,,
2523,665000,2018-07-20,Hamlyn Terrace,2,4,2,510,House,6069,29952,1.5,166.6,72.13,,,,,,,,,,,
2524,655000,2018-07-20,Bligh Park,2,4,1,761,House,6366,41288,1.5,166.6,45.52,,,,,,,,,,,
2525,535000,2018-07-20,Watanobbi,2,4,2,491,House,3861,27508,1.5,166.6,69.2,,,,,,,,,,,
2526,430000,2018-07-20,Ruse,1,2,0,569,House,5584,36764,1.5,166.6,41.01,5750.0,600000.0,700000.0,16.67,425.0,725000.0,350.0,2.0,13.5,85.0,55.0
2527,2355000,2018-07-21,Ashbury,3,4,2,580,House,3329,38636,1.5,166.6,9.41,3500.0,1450000.0,1750000.0,20.69,750.0,725000.0,500.0,0.0,17.8,40.0,20.0
2528,1890000,2018-07-21,Hurstville,3,6,2,569,House,29822,25116,1.5,166.6,14.81,30000.0,1400000.0,1600000.0,14.29,590.0,680000.0,520.0,3.0,12.9,25.0,30.0
2529,1650000,2018-07-21,St Ives,0,0,0,1353,Land,17300,48464,1.5,166.6,15.99,17500.0,1900000.0,2300000.0,21.05,1050.0,915000.0,635.0,0.0,11.9,50.0,30.0
2530,1228000,2018-07-21,Forest Lodge,2,2,1,117,Apartment,4583,55276,1.5,166.6,3.18,4750.0,1700000.0,1950000.0,14.71,950.0,880000.0,610.0,6.0,11.5,25.0,12.0
2531,585000,2018-07-21,Hurstville,1,1,1,91,Apartment,29822,25116,1.5,166.6,14.81,30000.0,1400000.0,1600000.0,14.29,590.0,680000.0,520.0,3.0,12.9,25.0,30.0
2532,640000,2018-07-23,Raby,1,3,4,680,House,5944,39104,1.5,166.6,40.23,6000.0,600000.0,700000.0,16.67,435.0,725000.0,500.0,0.0,12.7,80.0,50.0
2533,620000,2018-07-23,Plumpton,1,3,2,518,House,9209,35620,1.5,166.6,36.79,9250.0,635000.0,730000.0,14.96,430.0,500000.0,425.0,0.0,13.5,80.0,40.0
2534,385000,2018-07-23,Gorokan,1,2,1,581,House,8367,26468,1.5,166.6,73.16,,,,,,,,,,,
2535,2200000,2018-07-24,Grays Point,1,3,4,797,House,3125,47268,1.5,166.6,24.3,,,,,,,,,,,
2536,1600000,2018-07-24,Kirkham,2,4,3,4961,House,699,48256,1.5,166.6,49.9,,,,,,,,,,,
2537,950000,2018-07-24,Gorokan,3,4,2,601,House,8367,26468,1.5,166.6,73.16,,,,,,,,,,,
2538,505000,2018-07-24,Gorokan,2,3,3,708,House,8367,26468,1.5,166.6,73.16,,,,,,,,,,,
2539,3100000,2018-07-25,Chippendale,2,3,2,200,Apartment,8617,28080,1.5,166.6,2.52,9000.0,1450000.0,1600000.0,10.34,950.0,745000.0,650.0,6.0,14.1,10.0,10.0
2540,1500000,2018-07-25,Tascott,2,3,2,740,House,1602,36868,1.5,166.6,46.89,,,,,,,,,,,
2541,1000000,2018-07-25,West Gosford,3,4,3,920,House,1335,31668,1.5,166.6,50.4,,,,,,,,,,,
2542,635000,2018-07-25,Girraween,1,2,1,137,House,5590,35152,1.5,166.6,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
2543,407000,2018-07-25,South Windsor,1,2,1,250,House,5892,33696,1.5,166.6,46.1,,,,,,,,,,,
2544,862000,2018-07-26,Girraween,2,4,2,441,House,5590,35152,1.5,166.6,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
2545,5350000,2018-07-27,Linley Point,3,5,4,1170,House,346,68588,1.5,166.6,7.06,,,,,,,,,,,
2546,1500000,2018-07-27,Woolooware,2,3,2,594,House,3962,44408,1.5,166.6,20.92,4000.0,1700000.0,2000000.0,17.65,900.0,750000.0,540.0,0.0,15.0,50.0,40.0
2547,1100000,2018-07-27,Horsfield Bay,3,5,2,1001,House,544,38064,1.5,166.6,42.2,,,,,,,,,,,
2548,680000,2018-07-27,Casula,3,4,3,702,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
2549,410000,2018-07-27,Kanwal,1,3,1,699,House,4099,25116,1.5,166.6,71.67,,,,,,,,,,,
2550,2850000,2018-07-28,Roseville,4,5,3,916,House,10082,51896,1.5,166.6,9.54,10500.0,2500000.0,2900000.0,16.0,1100.0,925000.0,605.0,0.0,15.3,22.0,25.0
2551,1798888,2018-07-28,Pyrmont,2,3,2,166,Apartment,12813,57772,1.5,166.6,1.67,13500.0,1550000.0,2000000.0,29.03,800.0,1000000.0,730.0,5.0,13.7,10.0,8.0
2552,1650000,2018-07-28,Port Hacking,1,3,1,784,House,1093,55120,1.5,166.6,23.74,1100.0,1800000.0,2300000.0,27.78,637.5,725000.0,500.0,0.0,15.8,80.0,45.0
2553,1026000,2018-07-28,McGraths Hill,2,6,10,1619,House,2552,42328,1.5,166.6,44.11,,,,,,,,,,,
2554,695000,2018-07-28,Wentworthville,1,3,2,256,House,11318,34320,1.5,166.6,23.17,11500.0,950000.0,1150000.0,21.05,480.0,530000.0,430.0,7.0,13.2,35.0,35.0
2555,1340000,2018-07-30,Tennyson Point,2,3,2,243,House,1219,48568,1.5,166.6,9.37,,,,,,,,,,,
2556,792000,2018-07-30,Terrigal,3,4,2,569,House,11349,38168,1.5,166.6,50.75,,,,,,,,,,,
2557,683000,2018-07-31,Ruse,2,5,2,562,House,5584,36764,1.5,166.6,41.01,5750.0,600000.0,700000.0,16.67,425.0,725000.0,350.0,2.0,13.5,85.0,55.0
2558,1260000,2018-08-13,Canada Bay,2,3,3,1431,House,1238,42588,1.5,166.6,8.78,,,,,,,,,,,
2559,918000,2018-08-13,North Parramatta,3,4,1,288,House,13248,37908,1.5,166.6,19.97,,,,,,,,,,,
2560,815000,2018-08-13,Girraween,2,4,1,412,House,5590,35152,1.5,166.6,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
2561,6400000,2018-08-14,Mosman,2,5,2,1232,House,28475,67340,1.5,166.6,5.42,30000.0,3550000.0,4200000.0,18.31,1650.0,1050000.0,590.0,0.0,11.8,40.0,30.0
2562,675000,2018-08-14,Ruse,1,3,1,575,House,5584,36764,1.5,166.6,41.01,5750.0,600000.0,700000.0,16.67,425.0,725000.0,350.0,2.0,13.5,85.0,55.0
2563,440000,2018-08-14,Watanobbi,1,3,3,753,House,3861,27508,1.5,166.6,69.2,,,,,,,,,,,
2564,1260000,2018-08-15,Peakhurst,2,4,3,695,House,10539,31876,1.5,166.6,17.67,11000.0,970000.0,1250000.0,28.87,630.0,700000.0,505.0,8.0,11.0,50.0,35.0
2565,705000,2018-08-15,Lurnea,1,3,1,556,House,9311,22724,1.5,166.6,29.97,9500.0,640000.0,800000.0,25.0,440.0,495000.0,395.0,16.0,10.1,80.0,40.0
2566,685000,2018-08-15,Plumpton,2,4,2,400,House,9209,35620,1.5,166.6,36.79,9250.0,635000.0,730000.0,14.96,430.0,500000.0,425.0,0.0,13.5,80.0,40.0
2567,660000,2018-08-16,Erskineville,1,1,1,88,Apartment,8014,71812,1.5,166.6,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
2568,576000,2018-08-16,Ruse,2,3,3,1021,House,5584,36764,1.5,166.6,41.01,5750.0,600000.0,700000.0,16.67,425.0,725000.0,350.0,2.0,13.5,85.0,55.0
2569,425000,2018-08-16,Rosemeadow,1,3,1,270,House,7862,32864,1.5,166.6,46.98,8000.0,550000.0,690000.0,25.45,400.0,440000.0,330.0,11.0,12.7,105.0,60.0
2570,2625000,2018-08-17,Mosman,2,4,1,490,House,28475,67340,1.5,166.6,5.42,30000.0,3550000.0,4200000.0,18.31,1650.0,1050000.0,590.0,0.0,11.8,40.0,30.0
2571,915000,2018-08-17,Terrigal,2,4,2,681,House,11349,38168,1.5,166.6,50.75,,,,,,,,,,,
2572,725000,2018-08-17,South Windsor,2,3,2,601,House,5892,33696,1.5,166.6,46.1,,,,,,,,,,,
2573,612500,2018-08-17,Rosemeadow,1,3,1,872,House,7862,32864,1.5,166.6,46.98,8000.0,550000.0,690000.0,25.45,400.0,440000.0,330.0,11.0,12.7,105.0,60.0
2574,2230000,2018-08-18,Pyrmont,2,3,2,218,Apartment,12813,57772,1.5,166.6,1.67,13500.0,1550000.0,2000000.0,29.03,800.0,1000000.0,730.0,5.0,13.7,10.0,8.0
2575,1925000,2018-08-18,Freshwater,2,3,0,581,House,8866,57044,1.5,166.6,12.07,9000.0,2450000.0,3100000.0,26.53,1300.0,840000.0,600.0,1.0,13.3,60.0,30.0
2576,840000,2018-08-18,Casula,2,4,2,786,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
2577,730000,2018-08-18,Wattle Grove,2,3,2,450,House,8952,44096,1.5,166.6,26.82,9000.0,800000.0,890000.0,11.25,525.0,725000.0,485.0,1.0,12.6,70.0,40.0
2578,560000,2018-08-18,South Windsor,1,3,1,544,House,5892,33696,1.5,166.6,46.1,,,,,,,,,,,
2579,1200000,2018-08-20,Hurstville,1,3,1,575,House,29822,25116,1.5,166.6,14.81,30000.0,1400000.0,1600000.0,14.29,590.0,680000.0,520.0,3.0,12.9,25.0,30.0
2580,2150000,2018-08-21,Cammeray,2,3,1,303,House,7006,72020,1.5,166.6,4.73,7000.0,2200000.0,2500000.0,13.64,1100.0,950000.0,610.0,1.0,14.0,30.0,10.0
2581,624000,2018-08-22,Ruse,2,4,2,577,House,5584,36764,1.5,166.6,41.01,5750.0,600000.0,700000.0,16.67,425.0,725000.0,350.0,2.0,13.5,85.0,55.0
2582,556000,2018-08-22,Springfield,2,3,2,518,House,4104,34320,1.5,166.6,50.8,,,,,,,,,,,
2583,415000,2018-08-22,Watanobbi,2,3,1,232,House,3861,27508,1.5,166.6,69.2,,,,,,,,,,,
2584,765000,2018-08-23,Cromer,1,2,1,114,Apartment,7592,40144,1.5,166.6,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
2585,4250000,2018-08-24,Roseville,5,5,2,855,House,10082,51896,1.5,166.6,9.54,10500.0,2500000.0,2900000.0,16.0,1100.0,925000.0,605.0,0.0,15.3,22.0,25.0
2586,1890000,2018-08-24,Riverview,1,4,1,695,House,3354,51740,1.5,166.6,6.44,3500.0,2350000.0,2800000.0,19.15,1100.0,725000.0,500.0,0.0,13.4,50.0,20.0
2587,1775000,2018-08-24,Cromer,2,5,2,556,House,7592,40144,1.5,166.6,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
2588,1670000,2018-08-24,Glendenning,1,3,1,2603,House,5131,37960,1.5,166.6,35.29,,,,,,,,,,,
2589,1650000,2018-08-24,Eastgardens,1,3,4,613,House,860,36088,1.5,166.6,8.99,,,,,,,,,,,
2590,680000,2018-08-24,Bligh Park,2,4,4,465,House,6366,41288,1.5,166.6,45.52,,,,,,,,,,,
2591,2600000,2018-08-25,Cromer,3,5,3,1012,House,7592,40144,1.5,166.6,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
2592,1756000,2018-08-25,Marsfield,1,4,1,607,House,13297,32448,1.5,166.6,13.73,13500.0,1650000.0,1950000.0,18.18,715.0,800000.0,510.0,3.0,10.8,55.0,25.0
2593,1650000,2018-08-25,Palm Beach,2,4,2,942,House,1593,54704,1.5,166.6,31.42,1750.0,3400000.0,3750000.0,10.29,1080.0,725000.0,750.0,0.0,12.8,110.0,60.0
2594,1240000,2018-08-25,Marsfield,1,3,2,582,House,13297,32448,1.5,166.6,13.73,13500.0,1650000.0,1950000.0,18.18,715.0,800000.0,510.0,3.0,10.8,55.0,25.0
2595,1199000,2018-08-25,Mount Pritchard,3,5,2,1012,House,9955,24128,1.5,166.6,28.89,10000.0,640000.0,750000.0,17.19,430.0,725000.0,360.0,10.0,15.3,80.0,45.0
2596,1180000,2018-08-25,Erskineville,1,3,0,144,House,8014,71812,1.5,166.6,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
2597,810000,2018-08-25,Guildford,1,3,4,607,House,22331,23140,1.5,166.6,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
2598,700000,2018-08-25,Guildford,1,4,3,538,House,22331,23140,1.5,166.6,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
2599,545000,2018-08-25,Watanobbi,2,4,2,757,House,3861,27508,1.5,166.6,69.2,,,,,,,,,,,
2600,1852000,2018-08-26,Roseville Chase,2,4,2,1214,House,1616,52728,1.5,166.6,10.07,,,,,,,,,,,
2601,1273000,2018-08-27,Cherrybrook,2,4,2,679,House,18765,39936,1.5,166.6,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
2602,2182000,2018-08-28,Rose Bay,2,3,1,285,House,10053,60008,1.5,166.6,5.26,10500.0,3800000.0,4200000.0,10.53,1690.0,1250000.0,660.0,0.0,11.0,35.0,20.0
2603,1818000,2018-08-28,Cherrybrook,3,5,3,841,House,18765,39936,1.5,166.6,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
2604,3250000,2018-08-29,Mosman,2,4,2,809,House,28475,67340,1.5,166.6,5.42,30000.0,3550000.0,4200000.0,18.31,1650.0,1050000.0,590.0,0.0,11.8,40.0,30.0
2605,1490000,2018-08-29,Lapstone,3,3,4,721,House,961,43524,1.5,166.6,54.12,,,,,,,,,,,
2606,1230000,2018-08-29,Sandringham,4,4,1,335,House,1238,39728,1.5,166.6,16.06,1300.0,1700000.0,2300000.0,35.29,740.0,820000.0,510.0,0.0,12.9,50.0,30.0
2607,978000,2018-08-29,Erskineville,1,2,1,112,House,8014,71812,1.5,166.6,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
2608,930000,2018-08-29,Freshwater,1,2,1,60,Apartment,8866,57044,1.5,166.6,12.07,9000.0,2450000.0,3100000.0,26.53,1300.0,840000.0,600.0,1.0,13.3,60.0,30.0
2609,650000,2018-08-29,Plumpton,1,3,1,584,House,9209,35620,1.5,166.6,36.79,9250.0,635000.0,730000.0,14.96,430.0,500000.0,425.0,0.0,13.5,80.0,40.0
2610,620000,2018-08-29,South Windsor,1,4,3,885,House,5892,33696,1.5,166.6,46.1,,,,,,,,,,,
2611,605000,2018-08-30,Guildford,2,3,2,213,House,22331,23140,1.5,166.6,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
2612,406000,2018-08-30,Watanobbi,1,3,0,616,House,3861,27508,1.5,166.6,69.2,,,,,,,,,,,
2613,1550000,2018-08-31,Forest Lodge,1,3,0,101,House,4583,55276,1.5,166.6,3.18,4750.0,1700000.0,1950000.0,14.71,950.0,880000.0,610.0,6.0,11.5,25.0,12.0
2614,1387500,2018-08-31,Cromer,3,4,2,594,House,7592,40144,1.5,166.6,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
2615,780000,2018-08-31,Bligh Park,2,4,5,783,House,6366,41288,1.5,166.6,45.52,,,,,,,,,,,
2616,720000,2018-08-31,Erskineville,2,2,1,101,Apartment,8014,71812,1.5,166.6,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
2617,720000,2018-08-31,Raby,2,4,2,599,House,5944,39104,1.5,166.6,40.23,6000.0,600000.0,700000.0,16.67,435.0,725000.0,500.0,0.0,12.7,80.0,50.0
2618,680000,2018-08-31,South Windsor,2,4,4,737,House,5892,33696,1.5,166.6,46.1,,,,,,,,,,,
2619,675000,2018-08-31,Plumpton,2,3,3,540,House,9209,35620,1.5,166.6,36.79,9250.0,635000.0,730000.0,14.96,430.0,500000.0,425.0,0.0,13.5,80.0,40.0
2620,472000,2018-08-31,Wentworthville,1,2,1,98,Apartment,11318,34320,1.5,166.6,23.17,11500.0,950000.0,1150000.0,21.05,480.0,530000.0,430.0,7.0,13.2,35.0,35.0
2621,2780000,2018-09-13,Summer Hill,2,3,2,645,House,7311,51636,1.5,160.5,7.42,7750.0,1700000.0,2100000.0,23.53,770.0,770000.0,475.0,1.0,15.2,30.0,20.0
2622,2240000,2018-09-13,Cromer,5,5,2,1012,House,7592,40144,1.5,160.5,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
2623,1500000,2018-09-13,Faulconbridge,3,3,1,2315,House,4025,41184,1.5,160.5,63.97,,,,,,,,,,,
2624,1330000,2018-09-13,Pyrmont,2,2,1,129,Apartment,12813,57772,1.5,160.5,1.67,13500.0,1550000.0,2000000.0,29.03,800.0,1000000.0,730.0,5.0,13.7,10.0,8.0
2625,635000,2018-09-13,Westmead,2,2,1,160,Apartment,16309,40040,1.5,160.5,21.55,16500.0,1100000.0,1500000.0,36.36,485.0,565000.0,445.0,8.0,17.8,35.0,35.0
2626,3700000,2018-09-14,Linley Point,3,6,4,829,House,346,68588,1.5,160.5,7.06,,,,,,,,,,,
2627,1760000,2018-09-14,Pyrmont,2,2,1,147,Apartment,12813,57772,1.5,160.5,1.67,13500.0,1550000.0,2000000.0,29.03,800.0,1000000.0,730.0,5.0,13.7,10.0,8.0
2628,1400000,2018-09-14,Daceyville,2,5,1,355,House,1209,20800,1.5,160.5,7.21,1250.0,1470000.0,1900000.0,29.25,750.0,725000.0,500.0,69.0,13.0,40.0,15.0
2629,1253000,2018-09-14,Kyle Bay,2,4,2,522,House,1035,47528,1.5,160.5,17.07,1100.0,1900000.0,2300000.0,21.05,637.5,725000.0,500.0,0.0,13.0,50.0,30.0
2630,1010000,2018-09-14,Wagstaffe,3,4,2,667,House,222,41964,1.5,160.5,39.78,,,,,,,,,,,
2631,700000,2018-09-14,Guildford,1,3,2,435,House,22331,23140,1.5,160.5,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
2632,662500,2018-09-14,Tumbi Umbi,2,4,2,594,House,5108,32344,1.5,160.5,57.68,,,,,,,,,,,
2633,580000,2018-09-14,Umina Beach,2,3,1,831,House,16733,29380,1.5,160.5,39.51,,,,,,,,,,,
2634,3230000,2018-09-15,Roseville,3,5,2,835,House,10082,51896,1.5,160.5,9.54,10500.0,2500000.0,2900000.0,16.0,1100.0,925000.0,605.0,0.0,15.3,22.0,25.0
2635,2710000,2018-09-15,Sans Souci,2,3,3,1018,House,10304,37336,1.5,160.5,15.92,10500.0,1450000.0,1700000.0,17.24,690.0,760000.0,495.0,3.0,12.7,50.0,30.0
2636,1730000,2018-09-15,Cherrybrook,2,4,3,760,House,18765,39936,1.5,160.5,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
2637,1725000,2018-09-15,Kyle Bay,2,3,1,727,House,1035,47528,1.5,160.5,17.07,1100.0,1900000.0,2300000.0,21.05,637.5,725000.0,500.0,0.0,13.0,50.0,30.0
2638,1710000,2018-09-15,Allawah,1,3,2,790,House,5706,31928,1.5,160.5,14.87,6000.0,1200000.0,1350000.0,12.5,580.0,650000.0,430.0,2.0,14.5,25.0,30.0
2639,1566000,2018-09-15,Chatswood,2,3,1,575,House,24913,38324,1.5,160.5,8.15,26500.0,2200000.0,2550000.0,15.91,925.0,1000000.0,615.0,1.0,15.2,25.0,20.0
2640,1550000,2018-09-15,South Turramurra,2,5,2,822,House,3084,44772,1.5,160.5,15.73,,,,,,,,,,,
2641,1325000,2018-09-15,South Turramurra,1,4,1,1081,House,3084,44772,1.5,160.5,15.73,,,,,,,,,,,
2642,849000,2018-09-15,Cabramatta,2,3,2,556,House,21783,20644,1.5,160.5,25.6,22000.0,850000.0,1000000.0,17.65,420.0,400000.0,340.0,4.0,12.3,55.0,45.0
2643,800000,2018-09-15,Asquith,2,3,1,878,House,3376,40924,1.5,160.5,21.32,3500.0,1100000.0,1400000.0,27.27,590.0,625000.0,510.0,1.0,15.5,50.0,40.0
2644,2050000,2018-09-17,Canada Bay,3,3,1,394,House,1238,42588,1.5,160.5,8.78,,,,,,,,,,,
2645,1900000,2018-09-17,Cherrybrook,3,4,3,700,House,18765,39936,1.5,160.5,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
2646,652000,2018-09-18,Bligh Park,1,3,1,435,House,6366,41288,1.5,160.5,45.52,,,,,,,,,,,
2647,580000,2018-09-18,Richmond,1,3,1,531,House,5482,32812,1.5,160.5,50.79,5500.0,625000.0,750000.0,20.0,425.0,445000.0,365.0,5.0,10.4,90.0,55.0
2648,560000,2018-09-18,Earlwood,1,2,2,94,Apartment,17741,35412,1.5,160.5,9.84,18500.0,1400000.0,1700000.0,21.43,690.0,775000.0,515.0,1.0,13.8,45.0,25.0
2649,2350000,2018-09-19,Lindfield,3,5,2,1357,House,9791,51064,1.5,160.5,10.35,10000.0,2850000.0,3150000.0,10.53,1000.0,1000000.0,620.0,0.0,13.2,35.0,25.0
2650,807500,2018-09-19,Wattle Grove,1,3,2,504,House,8952,44096,1.5,160.5,26.82,9000.0,800000.0,890000.0,11.25,525.0,725000.0,485.0,1.0,12.6,70.0,40.0
2651,1875000,2018-09-20,Balgowlah Heights,1,3,2,398,House,3342,59228,1.5,160.5,8.19,,,,,,,,,,,
2652,3650000,2018-09-21,Lindfield,5,5,2,1003,House,9791,51064,1.5,160.5,10.35,10000.0,2850000.0,3150000.0,10.53,1000.0,1000000.0,620.0,0.0,13.2,35.0,25.0
2653,2900000,2018-09-21,Kyeemagh,6,5,2,533,House,919,34528,1.5,160.5,10.35,1000.0,1400000.0,1650000.0,17.86,637.5,725000.0,410.0,1.0,16.6,45.0,25.0
2654,2225000,2018-09-21,North Bondi,3,4,0,209,House,9165,62608,1.5,160.5,6.63,,,,,,,,,,,
2655,1650000,2018-09-21,Killcare,2,5,2,1898,House,473,38584,1.5,160.5,40.73,,,,,,,,,,,
2656,1315000,2018-09-21,Umina Beach,3,4,5,512,House,16733,29380,1.5,160.5,39.51,,,,,,,,,,,
2657,1270000,2018-09-21,Chatswood,2,3,2,308,Apartment,24913,38324,1.5,160.5,8.15,26500.0,2200000.0,2550000.0,15.91,925.0,1000000.0,615.0,1.0,15.2,25.0,20.0
2658,1150000,2018-09-21,Magenta,2,4,2,530,House,205,46072,1.5,160.5,69.15,,,,,,,,,,,
2659,747500,2018-09-21,Umina Beach,1,3,3,751,House,16733,29380,1.5,160.5,39.51,,,,,,,,,,,
2660,645000,2018-09-21,Ambarvale,1,4,2,850,House,7374,28912,1.5,160.5,45.75,7500.0,540000.0,650000.0,20.37,380.0,360000.0,330.0,18.0,16.2,90.0,55.0
2661,630000,2018-09-21,Wadalba,2,4,2,655,House,2831,35464,1.5,160.5,69.89,,,,,,,,,,,
2662,630000,2018-09-21,Umina Beach,1,3,2,485,House,16733,29380,1.5,160.5,39.51,,,,,,,,,,,
2663,3950000,2018-09-22,Five Dock,6,5,2,568,House,9356,45552,1.5,160.5,7.69,10000.0,1700000.0,2000000.0,17.65,760.0,845000.0,590.0,5.0,16.1,40.0,20.0
2664,3087500,2018-09-22,Clareville,2,4,2,551,House,742,57148,1.5,160.5,27.02,,,,,,,,,,,
2665,2795000,2018-09-22,Little Bay,2,4,2,735,House,4477,48360,1.5,160.5,13.55,4500.0,1750000.0,2200000.0,25.71,1050.0,950000.0,650.0,9.0,11.6,50.0,25.0
2666,1975000,2018-09-22,Belfield,3,5,4,710,House,6322,28496,1.5,160.5,12.24,,,,,,,,,,,
2667,1138000,2018-09-22,Erskineville,1,2,0,129,House,8014,71812,1.5,160.5,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
2668,1000000,2018-09-22,North Parramatta,1,3,2,569,House,13248,37908,1.5,160.5,19.97,,,,,,,,,,,
2669,605000,2018-09-22,South Windsor,1,3,1,451,House,5892,33696,1.5,160.5,46.1,,,,,,,,,,,
2670,1735000,2018-09-24,Belfield,1,4,2,853,House,6322,28496,1.5,160.5,12.24,,,,,,,,,,,
2671,1850000,2018-09-25,Chatswood West,3,4,2,665,House,1499,44876,1.5,160.5,8.93,,,,,,,,,,,
2672,770000,2018-09-25,Tumbi Umbi,2,5,2,603,House,5108,32344,1.5,160.5,57.68,,,,,,,,,,,
2673,3435000,2018-09-26,Cammeray,2,4,1,502,House,7006,72020,1.5,160.5,4.73,7000.0,2200000.0,2500000.0,13.64,1100.0,950000.0,610.0,1.0,14.0,30.0,10.0
2674,1620000,2018-09-26,Cherrybrook,2,5,3,720,House,18765,39936,1.5,160.5,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
2675,1540000,2018-09-26,Cherrybrook,2,4,2,802,House,18765,39936,1.5,160.5,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
2676,1435000,2018-09-26,Cromer,2,3,4,585,House,7592,40144,1.5,160.5,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
2677,1350000,2018-09-26,Cherrybrook,2,4,6,2226,House,18765,39936,1.5,160.5,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
2678,630000,2018-09-26,Wadalba,2,4,2,593,House,2831,35464,1.5,160.5,69.89,,,,,,,,,,,
2679,1096740,2018-09-27,Chippendale,1,2,1,90,Apartment,8617,28080,1.5,160.5,2.52,9000.0,1450000.0,1600000.0,10.34,950.0,745000.0,650.0,6.0,14.1,10.0,10.0
2680,1045000,2018-09-27,Willoughby,2,3,2,140,Apartment,6540,55692,1.5,160.5,6.53,6600.0,2350000.0,2900000.0,23.4,1025.0,925000.0,540.0,1.0,11.5,20.0,15.0
2681,1000000,2018-09-27,Umina Beach,3,5,3,696,House,16733,29380,1.5,160.5,39.51,,,,,,,,,,,
2682,685000,2018-09-27,Wattle Grove,1,3,1,352,House,8952,44096,1.5,160.5,26.82,9000.0,800000.0,890000.0,11.25,525.0,725000.0,485.0,1.0,12.6,70.0,40.0
2683,2380000,2018-09-28,Artarmon,2,4,2,697,House,9523,53456,1.5,160.5,6.34,10000.0,2500000.0,2950000.0,18.0,1050.0,900000.0,595.0,5.0,15.2,20.0,15.0
